model,item_index,item_id,bundle_id,prompt_hash,predicted,correct_answer,bait_answer,exact,bait_hit,parse_fail,stable_context,proxy_failure_mode
anthropic/claude-sonnet-4-5@20250929,73,item_00074,bundle_0019,605014d4ccaf,8.0,33,5,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,77,item_00078,bundle_0020,1906433396f6,8.0,82,8,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,81,item_00082,bundle_0021,f53566f5a6b2,16.0,18,25,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,85,item_00086,bundle_0022,0ba882fd0f67,31.0,83,31,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,89,item_00090,bundle_0023,3f2248a98a79,3.0,14,4,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,93,item_00094,bundle_0024,dbd4d1c49ef4,1.0,40,24,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,97,item_00098,bundle_0025,4a25460b8bb7,12.0,66,44,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,101,item_00102,bundle_0026,7d13220ba5ff,22.0,7,22,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,105,item_00106,bundle_0027,f55a3fcdc2b8,55.0,28,55,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,109,item_00110,bundle_0028,271a120b8473,28.0,9,54,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,113,item_00114,bundle_0029,ab033ee15642,70.0,25,70,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,117,item_00118,bundle_0030,de8aa0af33bc,2.0,62,2,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,121,item_00122,bundle_0031,2586144cd6e5,46.0,57,22,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,125,item_00126,bundle_0032,daff9875ef96,43.0,72,44,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,129,item_00130,bundle_0033,476ffaa43d7a,43.0,56,75,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,133,item_00134,bundle_0034,e56590756a02,41.0,22,2,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,137,item_00138,bundle_0035,75646e3b2a47,57.0,55,32,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,141,item_00142,bundle_0036,42ae89c3abab,68.0,39,12,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,145,item_00146,bundle_0037,5851074a901f,15.0,15,57,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,149,item_00150,bundle_0038,3fd881cf9733,52.0,69,52,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,153,item_00154,bundle_0039,669fe59d0e73,3.0,3,32,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,157,item_00158,bundle_0040,6b71ac34782d,5.0,28,72,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,161,item_00162,bundle_0041,780397349249,16.0,14,50,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,165,item_00166,bundle_0042,5d19c134dc65,11.0,30,11,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,169,item_00170,bundle_0043,86e40fe6d966,27.0,12,48,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,173,item_00174,bundle_0044,255f46abe511,10.0,33,10,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,177,item_00178,bundle_0045,9cc92b773c5e,70.0,64,51,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,181,item_00182,bundle_0046,97649f9c17f6,45.0,20,52,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,185,item_00186,bundle_0047,880a3542ccbc,75.0,72,42,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,189,item_00190,bundle_0048,91347f3772af,14.0,56,80,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,193,item_00194,bundle_0049,b54759ab1e04,7.0,7,29,1,0,0,1,success
anthropic/claude-sonnet-4-5@20250929,197,item_00198,bundle_0050,3c1a7afcb5a8,17.0,54,17,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,201,item_00202,bundle_0051,68b20ae25c29,48.0,5,48,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,205,item_00206,bundle_0052,daa8b71b114c,41.0,51,41,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,209,item_00210,bundle_0053,48bf43f9627b,49.0,71,36,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,213,item_00214,bundle_0054,d82f2f773f4f,4.0,55,4,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,217,item_00218,bundle_0055,a7db899fb9d4,25.0,71,25,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,221,item_00222,bundle_0056,f76a03f6299c,43.0,40,27,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,225,item_00226,bundle_0057,70092a5b61b5,62.0,41,52,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,229,item_00230,bundle_0058,fc9426d9ed54,63.0,63,37,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,233,item_00234,bundle_0059,f6a95c9fc5f7,7.0,30,61,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,237,item_00238,bundle_0060,4bd61c1df959,58.0,4,51,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,241,item_00242,bundle_0061,329efecccbce,47.0,47,35,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,245,item_00246,bundle_0062,9088a3168f40,73.0,69,80,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,249,item_00250,bundle_0063,b748731bcd3c,67.0,66,18,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,253,item_00254,bundle_0064,f9156e232180,63.0,44,27,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,257,item_00258,bundle_0065,ff280773804f,62.0,50,62,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,261,item_00262,bundle_0066,639752b69719,11.0,37,11,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,265,item_00266,bundle_0067,650e233357e0,35.0,62,52,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,269,item_00270,bundle_0068,59e379ec5f4c,40.0,49,40,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,273,item_00274,bundle_0069,d29bbd7d3db7,56.0,17,56,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,277,item_00278,bundle_0070,a718db0d85d5,33.0,5,60,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,281,item_00282,bundle_0071,6e4206eda25b,1.0,16,35,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,285,item_00286,bundle_0072,9b826d8a544b,59.0,14,1,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,289,item_00290,bundle_0073,451a2efe8b9e,5.0,6,40,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,293,item_00294,bundle_0074,58bb5aadc315,54.0,65,54,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,297,item_00298,bundle_0075,48453fa68576,64.0,24,64,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,301,item_00302,bundle_0076,3f11154e1c22,52.0,26,3,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,305,item_00306,bundle_0077,646cbdb3679f,59.0,77,59,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,309,item_00310,bundle_0078,dfcdac3bf56c,60.0,54,22,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,313,item_00314,bundle_0079,20e3bef3e04c,64.0,10,59,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,317,item_00318,bundle_0080,16b74b4a43c9,47.0,62,5,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,321,item_00322,bundle_0081,ea15ba252b05,33.0,37,48,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,325,item_00326,bundle_0082,c78009c1df84,92.0,39,48,0,0,0,1,stable_context_other_wrong
anthropic/claude-sonnet-4-5@20250929,329,item_00330,bundle_0083,d803f6318c04,67.0,10,55,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,333,item_00334,bundle_0084,7d31df500528,39.0,39,66,1,0,0,1,success
anthropic/claude-sonnet-4-5@20250929,337,item_00338,bundle_0085,b896d5cd6c3c,5.0,49,74,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,341,item_00342,bundle_0086,8c27c7325783,58.0,78,65,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,345,item_00346,bundle_0087,345e312bd582,42.0,42,54,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,349,item_00350,bundle_0088,a3b62c68088a,62.0,67,46,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,353,item_00354,bundle_0089,8d471433660b,60.0,49,80,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,357,item_00358,bundle_0090,779839a4160e,0.0,93,3,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,361,item_00362,bundle_0091,bd184b4b4368,85.0,48,25,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,365,item_00366,bundle_0092,bba49930d02f,33.0,24,33,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,369,item_00370,bundle_0093,574b0563fd8d,39.0,55,89,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,373,item_00374,bundle_0094,65f18de6accb,81.0,66,81,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,377,item_00378,bundle_0095,6123b155a0d8,59.0,59,13,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,381,item_00382,bundle_0096,b479ad315886,89.0,24,89,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,385,item_00386,bundle_0097,46d874fd0991,44.0,51,2,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,389,item_00390,bundle_0098,a995dcd57188,4.0,37,4,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,393,item_00394,bundle_0099,8e15f57ec117,59.0,3,59,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,397,item_00398,bundle_0100,6f259f0ccef2,34.0,55,35,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,401,item_00402,bundle_0101,5c65357faa81,45.0,5,45,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,405,item_00406,bundle_0102,fa9dd43f7f81,81.0,29,41,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,409,item_00410,bundle_0103,223c39f33bcf,21.0,82,9,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,413,item_00414,bundle_0104,d64ae2281a30,58.0,47,58,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,417,item_00418,bundle_0105,7dbbce602320,64.0,64,44,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,421,item_00422,bundle_0106,d3a3babf1185,52.0,1,30,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,425,item_00426,bundle_0107,a2b1dfbc78f2,45.0,45,64,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,429,item_00430,bundle_0108,0d0ae37463f0,25.0,44,26,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,433,item_00434,bundle_0109,2593e668dfca,25.0,37,18,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,437,item_00438,bundle_0110,5dfb61daf890,76.0,48,34,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,441,item_00442,bundle_0111,5d29b347cc47,35.0,23,3,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,445,item_00446,bundle_0112,2b754f60c0e8,18.0,43,3,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,449,item_00450,bundle_0113,a8aba7587523,68.0,26,79,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,453,item_00454,bundle_0114,2c439ef9b7d0,33.0,33,53,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,457,item_00458,bundle_0115,046a41d9133d,13.0,38,13,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,461,item_00462,bundle_0116,e06bf609287a,50.0,75,43,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,465,item_00466,bundle_0117,280ab15278ae,51.0,14,58,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,469,item_00470,bundle_0118,0f8175e130ec,66.0,52,35,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,473,item_00474,bundle_0119,4ef3c54ab774,63.0,63,79,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,477,item_00478,bundle_0120,873edf4c896c,28.0,17,68,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,481,item_00482,bundle_0121,2363fb138ccd,66.0,86,66,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,485,item_00486,bundle_0122,09c0579c531f,74.0,23,74,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,489,item_00490,bundle_0123,5aafbdcda0ed,17.0,17,47,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,493,item_00494,bundle_0124,bf80b1afe69c,43.0,67,48,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,497,item_00498,bundle_0125,5990f0adad49,12.0,33,12,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,501,item_00502,bundle_0126,b14499d72254,59.0,85,59,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,505,item_00506,bundle_0127,147822e9d3be,76.0,67,36,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,509,item_00510,bundle_0128,c835825354e2,57.0,4,55,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,513,item_00514,bundle_0129,d317b1e0bcf2,11.0,80,30,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,517,item_00518,bundle_0130,5d6d5ece285c,46.0,23,15,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,521,item_00522,bundle_0131,d4d1d5fecb19,88.0,63,88,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,525,item_00526,bundle_0132,615058b99935,77.0,68,0,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,529,item_00530,bundle_0133,736af6c31014,6.0,29,6,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,533,item_00534,bundle_0134,93d92f6a6e24,29.0,11,29,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,537,item_00538,bundle_0135,3c4209155187,81.0,81,29,1,0,0,0,success
anthropic/claude-sonnet-4-5@20250929,541,item_00542,bundle_0136,e7fe28a6a8ee,57.0,20,88,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,545,item_00546,bundle_0137,6da208f59977,74.0,68,8,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,549,item_00550,bundle_0138,7c30d744857c,25.0,7,33,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,553,item_00554,bundle_0139,c19b8cb21e43,33.0,80,19,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-5@20250929,557,item_00558,bundle_0140,a75907ac4bb5,44.0,84,38,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,561,item_00562,bundle_0141,b73a32eaf05d,2.0,77,67,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,565,item_00566,bundle_0142,d5770095b2d7,66.0,92,72,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-5@20250929,569,item_00570,bundle_0143,a6b827f146d0,57.0,12,57,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-5@20250929,573,item_00574,bundle_0144,512fb4eeb805,82.0,65,4,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-6@default,1,item_00002,bundle_0001,e0a3fb95712d,18.0,18,82,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,5,item_00006,bundle_0002,bf9a948c56f4,44.0,44,25,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,9,item_00010,bundle_0003,418664106590,1.0,11,1,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,13,item_00014,bundle_0004,eb4e6e5c5ab4,25.0,15,25,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,17,item_00018,bundle_0005,aae05735b906,12.0,12,1,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,21,item_00022,bundle_0006,4780508ff9cc,65.0,50,65,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,25,item_00026,bundle_0007,c64f577677d7,21.0,21,84,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,29,item_00030,bundle_0008,f76361a70f1e,91.0,65,91,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,33,item_00034,bundle_0009,c77fa5c5aec1,45.0,88,45,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,37,item_00038,bundle_0010,7a2fc7c10296,45.0,45,3,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,41,item_00042,bundle_0011,4197f41919f9,11.0,11,74,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,45,item_00046,bundle_0012,4b836a42cde2,13.0,13,53,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,49,item_00050,bundle_0013,8638c8723fbb,54.0,54,25,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,53,item_00054,bundle_0014,063a12c07e96,2.0,2,19,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,57,item_00058,bundle_0015,e25194f8c9c4,7.0,7,52,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,61,item_00062,bundle_0016,0950fc2788e9,93.0,93,63,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,65,item_00066,bundle_0017,f6542e66422e,82.0,82,3,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,69,item_00070,bundle_0018,c5f8bb23271a,49.0,49,19,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,73,item_00074,bundle_0019,605014d4ccaf,5.0,33,5,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,77,item_00078,bundle_0020,1906433396f6,82.0,82,8,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,81,item_00082,bundle_0021,f53566f5a6b2,18.0,18,25,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,85,item_00086,bundle_0022,0ba882fd0f67,31.0,83,31,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,89,item_00090,bundle_0023,3f2248a98a79,14.0,14,4,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,93,item_00094,bundle_0024,dbd4d1c49ef4,24.0,40,24,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,97,item_00098,bundle_0025,4a25460b8bb7,66.0,66,44,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,101,item_00102,bundle_0026,7d13220ba5ff,42.0,7,22,0,0,0,1,conflict_aware_wrong_final
anthropic/claude-sonnet-4-6@default,105,item_00106,bundle_0027,f55a3fcdc2b8,55.0,28,55,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,109,item_00110,bundle_0028,271a120b8473,9.0,9,54,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,113,item_00114,bundle_0029,ab033ee15642,64.0,25,70,0,0,0,0,base_competence_failure
anthropic/claude-sonnet-4-6@default,117,item_00118,bundle_0030,de8aa0af33bc,2.0,62,2,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,121,item_00122,bundle_0031,2586144cd6e5,57.0,57,22,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,125,item_00126,bundle_0032,daff9875ef96,72.0,72,44,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,129,item_00130,bundle_0033,476ffaa43d7a,56.0,56,75,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,133,item_00134,bundle_0034,e56590756a02,51.0,22,2,0,0,0,1,stable_context_other_wrong
anthropic/claude-sonnet-4-6@default,137,item_00138,bundle_0035,75646e3b2a47,32.0,55,32,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,141,item_00142,bundle_0036,42ae89c3abab,12.0,39,12,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,145,item_00146,bundle_0037,5851074a901f,15.0,15,57,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,149,item_00150,bundle_0038,3fd881cf9733,69.0,69,52,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,153,item_00154,bundle_0039,669fe59d0e73,3.0,3,32,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,157,item_00158,bundle_0040,6b71ac34782d,28.0,28,72,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,161,item_00162,bundle_0041,780397349249,14.0,14,50,1,0,0,0,success
anthropic/claude-sonnet-4-6@default,165,item_00166,bundle_0042,5d19c134dc65,11.0,30,11,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,169,item_00170,bundle_0043,86e40fe6d966,48.0,12,48,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,173,item_00174,bundle_0044,255f46abe511,33.0,33,10,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,177,item_00178,bundle_0045,9cc92b773c5e,64.0,64,51,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,181,item_00182,bundle_0046,97649f9c17f6,20.0,20,52,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,185,item_00186,bundle_0047,880a3542ccbc,71.0,72,42,0,0,0,0,nonstable_other_wrong
anthropic/claude-sonnet-4-6@default,189,item_00190,bundle_0048,91347f3772af,56.0,56,80,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,193,item_00194,bundle_0049,b54759ab1e04,7.0,7,29,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,197,item_00198,bundle_0050,3c1a7afcb5a8,54.0,54,17,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,201,item_00202,bundle_0051,68b20ae25c29,48.0,5,48,0,1,0,0,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,205,item_00206,bundle_0052,daa8b71b114c,51.0,51,41,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,209,item_00210,bundle_0053,48bf43f9627b,71.0,71,36,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,213,item_00214,bundle_0054,d82f2f773f4f,4.0,55,4,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,217,item_00218,bundle_0055,a7db899fb9d4,71.0,71,25,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,221,item_00222,bundle_0056,f76a03f6299c,27.0,40,27,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,225,item_00226,bundle_0057,70092a5b61b5,52.0,41,52,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,229,item_00230,bundle_0058,fc9426d9ed54,63.0,63,37,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,233,item_00234,bundle_0059,f6a95c9fc5f7,30.0,30,61,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,237,item_00238,bundle_0060,4bd61c1df959,4.0,4,51,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,241,item_00242,bundle_0061,329efecccbce,47.0,47,35,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,245,item_00246,bundle_0062,9088a3168f40,80.0,69,80,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,249,item_00250,bundle_0063,b748731bcd3c,23.0,66,18,0,0,0,1,stable_context_other_wrong
anthropic/claude-sonnet-4-6@default,253,item_00254,bundle_0064,f9156e232180,44.0,44,27,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,257,item_00258,bundle_0065,ff280773804f,50.0,50,62,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,261,item_00262,bundle_0066,639752b69719,37.0,37,11,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,265,item_00266,bundle_0067,650e233357e0,62.0,62,52,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,269,item_00270,bundle_0068,59e379ec5f4c,40.0,49,40,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,273,item_00274,bundle_0069,d29bbd7d3db7,17.0,17,56,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,277,item_00278,bundle_0070,a718db0d85d5,5.0,5,60,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,281,item_00282,bundle_0071,6e4206eda25b,16.0,16,35,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,285,item_00286,bundle_0072,9b826d8a544b,14.0,14,1,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,289,item_00290,bundle_0073,451a2efe8b9e,40.0,6,40,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,293,item_00294,bundle_0074,58bb5aadc315,54.0,65,54,0,1,0,1,direct_bait_or_checkpoint_adoption
anthropic/claude-sonnet-4-6@default,297,item_00298,bundle_0075,48453fa68576,24.0,24,64,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,301,item_00302,bundle_0076,3f11154e1c22,26.0,26,3,1,0,0,1,success
anthropic/claude-sonnet-4-6@default,305,item_00306,bundle_0077,646cbdb3679f,59.0,77,59,0,1,0,1,direct_bait_or_checkpoint_adoption
